"subnum","year","placeval","ravens","wiat","woodcock","arith","mental.rot.letters.prop","mental.rot.letters.sum","commute.prop","commute.sum","mental.rot.shapes.prop","mental.rot.shapes.sum","wholegroupsums","abacus","age","female","condition","verbalwm","spatialwm","ans","english","math","science","computer","music","art","phys.ed","attendance"
131,1,0.090909091,0.583333333,0.21875,0.279069767,0.229166667,0.5,1,0.5,0,0.645833333,15,NA,0,6.5,1,"control",2.42,1.25,0.12,62,78,85,56,80,82,89,233
131,2,0.272727273,0.416666667,0.375,0.465116279,0.270833333,0.604166667,10,0.5,0,0.770833333,27,0.45,0,6.5,1,"control",3.62,4.08,0.08,33,45,38,68,77,78,85,235
131,3,0.1,0.375,0.3125,0.395348837,0.291666667,0.770833333,26,0.5,0,0.6875,18,0.471428571,0,6.5,1,"control",4.12,4.5,0.13,53,60,31,74,73,90,82,229
132,0,0.454545455,0.666666667,NA,0.186046512,0.0625,0.229166667,2,0.5,2,0.291666667,3,NA,1,8,0,"abacus",1.21,1.33,1,32,54,51,44,85,86,79,218
132,1,0.090909091,0.166666667,0,0.11627907,0,0.645833333,14,0.083333333,-10,0.583333333,8,NA,1,8,0,"abacus",1.38,1.71,1,35,36,49,58,76,86,86,195
132,2,0.272727273,0.541666667,0.03125,0.093023256,0.041666667,0.583333333,8,0.166666667,-1,0.645833333,16,0.007142857,1,8,0,"abacus",1.96,1.17,1,8,12,5,55,55,65,72,164
132,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,0,0.454545455,0.666666667,0.1875,0.255813953,0.145833333,0.625,13,0.666666667,4,0.604166667,10,NA,1,7.7,0,"abacus",1.46,1.17,0.24,76,88,82,76,88,84,81,246
133,1,0.090909091,0.75,0.25,0.348837209,0.125,0.520833333,3,0.5,0,0.708333333,22,NA,1,7.7,0,"abacus",2.75,2.33,0.14,85,85,85,68,79,90,85,230
133,2,0.363636364,0.583333333,0.34375,0.325581395,0.208333333,0.6875,18,0.5,0,0.729166667,22,0.271428571,1,7.7,0,"abacus",4,2.12,0.11,75,61,59,74,72,86,83,231
133,3,0.3,0.541666667,0.34375,0.418604651,0.229166667,0.708333333,23,0.5,0,0.6875,18,0.442857143,1,7.7,0,"abacus",3.12,3.46,0.15,70,61,49,68,80,86,85,219
134,0,0.272727273,0.583333333,0.15625,0.255813953,0.166666667,0.4375,20,0.5,0,0.416666667,20,NA,1,7.1,0,"abacus",2.67,1.96,0.47,93,91,99,82,91,90,79,240
134,1,1,0.583333333,0.34375,0.325581395,0.1875,0.645833333,14,0.5,0,0.6875,19,NA,1,7.1,0,"abacus",3.33,4.12,0.12,94,93,99,90,84,90,86,237
134,2,1,0.875,0.46875,0.465116279,0.3125,0.75,24,0.5,0,0.583333333,11,0.342857143,1,7.1,0,"abacus",3.67,3.5,0.11,88,81,86,79,80,83,84,235
134,3,1,0.666666667,0.5625,0.511627907,0.458333333,0.791666667,30,0.5,0,0.729166667,23,0.5,1,7.1,0,"abacus",3.04,5.08,0.1,80,84,68,62,73,92,85,224
135,0,0.363636364,0.583333333,0.125,0.302325581,0.166666667,0.458333333,17,0.333333333,0,0.375,13,NA,0,7,0,"control",1.67,1.96,0.49,75,92,91,80,88,82,75,245
135,1,0.454545455,0.5,0.25,0.325581395,0.229166667,0.5625,8,1,12,0.5625,8,NA,0,7,0,"control",2.96,1.92,0.21,81,89,97,66,74,86,85,232
135,2,0.545454545,0.375,0.4375,0.395348837,0.25,0.895833333,39,0.5,0,0.604166667,18,0.178571429,0,7,0,"control",2.46,2.12,0.19,71,84,74,74,60,76,75,237
135,3,0.7,0.625,0.5625,0.511627907,0.4375,1,48,0.5,0,0.833333333,36,0.364285714,0,7,0,"control",2.46,5.17,0.13,73,80,59,76,70,88,82,237
136,0,0.181818182,0.583333333,0.09375,0.209302326,0.104166667,0.479166667,4,0.083333333,-2,0.541666667,6,NA,1,6.7,0,"abacus",1.5,1.67,0.71,81,92,88,80,88,88,81,244
136,1,0.363636364,0.5,0.21875,0.279069767,0.1875,0.791666667,28,0.333333333,2,0.5,0,NA,1,6.7,0,"abacus",3.12,3.67,0.26,91,83,92,79,79,88,86,235
136,2,0,0.333333333,0.1875,0.348837209,0.145833333,0.5625,8,0.5,0,0.625,13,0.214285714,1,6.7,0,"abacus",3.38,1.79,0.33,75,61,84,57,76,84,78,243
136,3,0.6,0.458333333,0.40625,0.441860465,0.25,0.583333333,8,0.5,0,0.625,12,0.314285714,1,6.7,0,"abacus",5.33,2.96,0.2,75,61,52,68,70,82,83,232
137,0,0.272727273,0.583333333,0.15625,0.209302326,0.083333333,0.625,25,0.416666667,-1,0.354166667,2,NA,1,7,1,"abacus",2.88,2,0.23,71,83,83,38,83,84,80,241
137,1,0.090909091,0.083333333,0.1875,0.325581395,0.104166667,0.75,24,0.583333333,2,0.708333333,21,NA,1,7,1,"abacus",3.08,3,0.12,82,80,88,63,78,90,86,239
137,2,0,0.416666667,0.25,0.325581395,0.166666667,0.604166667,10,0.5,0,0.625,12,0.114285714,1,7,1,"abacus",3.08,3.67,0.1,49,71,66,74,72,84,85,238
137,3,0,0.375,0.46875,0.395348837,0.270833333,0.791666667,28,0.666666667,4,0.6875,18,0.064285714,1,7,1,"abacus",3.88,3.38,0.17,49,53,49,68,66,82,85,235
138,0,0.454545455,0.25,0.15625,0.162790698,0.125,0.9375,44,0.666666667,6,0.75,27,NA,1,7.5,0,"abacus",2.58,1.75,0.4,68,81,76,76,90,90,79,236
138,1,0,0.416666667,0.1875,0.302325581,0.083333333,0.9375,42,0.333333333,2,0.583333333,13,NA,1,7.5,0,"abacus",4.46,2.67,0.19,82,84,89,65,80,84,88,226
138,2,0.272727273,0.5,0.1875,0.325581395,0.166666667,0.791666667,28,0.5,0,0.645833333,16,0.257142857,1,7.5,0,"abacus",3.88,2.79,0.11,42,49,50,69,72,75,81,226
138,3,0.7,0.583333333,0.25,0.372093023,0.208333333,0.895833333,40,0.583333333,2,0.708333333,20,0.157142857,1,7.5,0,"abacus",3.17,4.33,0.08,39,41,34,62,62,90,81,227
139,0,0.272727273,0.416666667,0.03125,0.186046512,0.0625,0.541666667,9,0,0,0.416666667,-6,NA,0,6.2,1,"control",1.33,1.62,NA,36,63,61,54,84,88,76,246
139,1,0,0.416666667,0.03125,0.11627907,0.041666667,0.4375,4,0.583333333,2,0.416666667,-6,NA,0,6.2,1,"control",1.42,1.58,0.19,53,48,57,51,78,80,85,224
139,2,0,0.375,0.1875,0.279069767,NA,0.479166667,4,0.583333333,2,0.5,6,0.078571429,0,6.2,1,"control",3.58,3.42,0.25,46,33,52,73,79,65,68,213
139,3,0.2,0.25,0.1875,0.348837209,0.125,0.6875,20,0.5,0,0.479166667,-2,0.164285714,0,6.2,1,"control",2.12,2.96,0.18,59,60,50,74,69,86,80,215
14,0,0.454545455,0.5,NA,0.255813953,0.166666667,0.375,16,0.583333333,2,0.333333333,15,NA,0,7.1,0,"control",3.54,4.58,0.24,75,95,82,72,89,86,79,239
14,1,0.090909091,0.75,0.1875,0.302325581,0.229166667,0.75,34,0.25,3,0.666666667,24,NA,0,7.1,0,"control",3.58,4.54,0.16,79,86,89,71,79,88,87,229
14,2,0.636363636,0.833333333,0.40625,0.348837209,0.270833333,0.9375,42,0.5,0,0.75,24,0.371428571,0,7.1,0,"control",4.46,3.46,0.08,58,67,83,72,73,78,86,226
14,3,0.9,0.791666667,0.46875,0.511627907,0.3125,0.979166667,46,0.416666667,-2,0.708333333,25,0.457142857,0,7.1,0,"control",3.33,5.29,0.08,88,68,60,68,60,88,81,231
140,0,0.181818182,0.5,0,0.139534884,0.0625,0.645833333,17,0.5,0,0.5,2,NA,1,7.3,0,"abacus",4.29,2.04,0.99,84,80,93,82,90,84,74,233
140,1,0,0.333333333,0.21875,0.255813953,0.0625,0.75,24,0.5,0,0.604166667,14,NA,1,7.3,0,"abacus",3,3.33,0.35,89,72,91,68,76,80,88,234
140,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.3,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.3,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,0,0.272727273,0.666666667,0.15625,0.279069767,0.208333333,0.604166667,11,0.583333333,2,0.375,-12,NA,1,7.1,1,"abacus",3.46,3.42,0.4,92,97,97,80,91,88,75,249
141,1,0.454545455,0.5,0.21875,0.372093023,0.270833333,0.708333333,21,0.583333333,2,0.604166667,10,NA,1,7.1,1,"abacus",3.92,4.08,0.13,93,98,99,74,82,86,87,234
141,2,0.818181818,0.5,0.4375,0.441860465,0.395833333,0.895833333,38,0.5,0,0.5625,7,0.5,1,7.1,1,"abacus",3.67,4.25,0.19,72,82,80,80,82,80,71,237
141,3,1,0.625,0.53125,0.511627907,0.5625,0.8125,32,0.5,0,0.583333333,8,0.728571429,1,7.1,1,"abacus",4.25,4.92,0.09,77,78,68,80,81,86,81,215
142,0,0.181818182,0.583333333,0.09375,0.139534884,0.0625,0.583333333,13,0.5,2,0.5,0,NA,1,5.7,1,"abacus",1.29,1.42,1,31,65,60,50,88,84,76,220
142,1,0,0.083333333,0.09375,0.23255814,0.041666667,0.583333333,8,0.083333333,-3,0.541666667,4,NA,1,5.7,1,"abacus",2.71,4.25,0.57,41,64,66,56,73,90,87,226
142,2,0,0.458333333,0.1875,0.23255814,0.145833333,0.5625,7,0.416666667,3,0.666666667,17,0.157142857,1,5.7,1,"abacus",3.29,2.92,0.12,26,34,33,67,76,84,82,227
142,3,0,0.458333333,0.3125,0.372093023,0.166666667,0.75,24,0.5,0,0.625,13,0.321428571,1,5.7,1,"abacus",3.92,1.96,0.14,43,40,33,64,69,88,86,238
143,0,0.363636364,0.25,0.03125,0.186046512,0.041666667,0.4375,16,0.666666667,4,0.479166667,9,NA,1,8.4,0,"abacus",2.08,3.12,0.38,26,65,28,40,86,84,80,223
143,1,0.363636364,0.5,0.125,0.302325581,0.166666667,0.666666667,17,0.416666667,-2,0.604166667,12,NA,1,8.4,0,"abacus",3,3,NA,25,40,27,55,77,86,89,197
143,2,1,0.5,0.21875,0.395348837,0.416666667,0.875,36,0.416666667,-2,0.791666667,28,0.171428571,1,8.4,0,"abacus",2.42,4.75,0.09,11,26,15,63,72,78,80,178
143,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.4,0,"abacus",NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA
144,0,0.363636364,NA,0.09375,0.186046512,0.041666667,NA,NA,0.5,1,NA,NA,NA,1,5.8,0,"abacus",2.88,1.46,0.6,87,90,90,76,86,88,75,250
144,1,0.818181818,0.666666667,0.25,0.325581395,0.208333333,0.729166667,22,0.666666667,4,0.625,12,NA,1,5.8,0,"abacus",4.12,3.17,0.09,91,88,98,84,78,86,87,236
144,2,1,0.583333333,0.4375,0.441860465,0.375,0.666666667,16,0.5,0,0.541666667,11,0.378571429,1,5.8,0,"abacus",2.92,3.04,0.16,91,92,98,76,74,78,83,241
144,3,1,0.625,0.5,0.418604651,0.541666667,0.895833333,38,0.5,0,0.458333333,-1,0.607142857,1,5.8,0,"abacus",4.83,3.5,0.1,86,82,87,82,69,90,81,230
145,0,0.181818182,0.833333333,0.0625,0.255813953,0.0625,0.729166667,25,0.583333333,2,0.583333333,11,NA,1,6.8,1,"abacus",3.62,2.67,0.38,61,82,78,62,89,88,79,236
145,1,0.090909091,0.916666667,0.125,0.255813953,0.0625,0.75,24,0.5,1,0.6875,18,NA,1,6.8,1,"abacus",4.5,5.92,0.13,51,71,48,64,81,90,89,225
145,2,0.272727273,0.75,0.3125,0.372093023,0.3125,0.8125,30,0.75,6,0.6875,18,0.178571429,1,6.8,1,"abacus",4.75,6.96,0.22,25,62,33,68,74,81,88,232
145,3,0.6,0.666666667,0.53125,0.465116279,0.354166667,0.9375,42,0.5,0,0.833333333,33,0.5,1,6.8,1,"abacus",5.88,5,0.14,43,65,27,64,68,92,84,220
146,0,0.454545455,0.666666667,0.125,0.209302326,0.1875,0.6875,26,0.5,0,0.416666667,5,NA,0,7.3,0,"control",3.08,4.83,0.29,83,96,94,96,88,92,80,250
146,1,0.545454545,0.666666667,0.28125,0.302325581,0.208333333,0.8125,31,0.583333333,2,0.520833333,7,NA,0,7.3,0,"control",2.92,4.17,0.13,92,94,94,80,82,92,85,237
146,2,0.545454545,0.75,0.34375,0.395348837,0.375,0.9375,44,0.416666667,1,0.625,13,0.421428571,0,7.3,0,"control",2.5,4.08,0.11,75,85,87,76,74,82,88,245
146,3,1,0.5,0.53125,0.488372093,0.5625,0.958333333,46,0.5,0,0.645833333,14,0.55,0,7.3,0,"control",4.75,5.33,0.09,79,85,59,74,62,92,79,238
147,0,0.363636364,0.666666667,0.15625,0.255813953,0.041666667,0.416666667,20,0.333333333,-3,0.4375,1,NA,1,7.1,0,"abacus",1.79,1.92,0.63,67,81,81,76,85,86,75,246
147,1,0,0.583333333,0.1875,0.348837209,0.083333333,0.625,13,0.583333333,3,0.4375,-5,NA,1,7.1,0,"abacus",2.83,1.88,0.42,62,80,84,64,78,88,87,232
147,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.1,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.1,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,0,0.181818182,0,0.125,0.255813953,0.208333333,0.5625,6,0.5,2,0.4375,-5,NA,1,6.2,0,"abacus",3,3.5,0.3,74,87,89,68,90,84,75,247
148,1,0,0.666666667,0.15625,0.325581395,0.145833333,0.625,16,0.583333333,2,0.645833333,18,NA,1,6.2,0,"abacus",2.88,4.08,0.32,78,82,87,69,78,78,85,224
148,2,0.363636364,0.416666667,0.34375,0.418604651,0.333333333,0.770833333,26,0.583333333,2,0.729166667,22,0.292857143,1,6.2,0,"abacus",4.42,3.75,0.17,63,78,63,67,74,83,80,224
148,3,1,0.75,0.53125,0.534883721,0.75,0.875,36,0.5,0,0.833333333,32,0.828571429,1,6.2,0,"abacus",4.42,3.83,0.09,62,75,40,70,64,86,79,218
149,0,0.363636364,0.75,0.0625,0.302325581,0.166666667,0.520833333,2,0.416666667,-2,0.395833333,-9,NA,0,6.6,1,"control",4.12,3.67,0.44,83,91,91,76,88,88,75,224
149,1,0.363636364,0.583333333,0.25,0.348837209,0.145833333,0.75,24,0.5,3,0.625,12,NA,0,6.6,1,"control",4.08,3.21,0.13,86,83,92,66,79,90,84,217
149,2,1,0.666666667,0.34375,0.372093023,0.25,0.916666667,40,0.5,1,0.645833333,14,0.407142857,0,6.6,1,"control",4.79,3.62,0.1,55,71,69,78,79,76,82,230
149,3,1,0.583333333,0.5625,0.534883721,0.333333333,0.833333333,32,0.5,0,0.8125,30,0.528571429,0,6.6,1,"control",4.58,4.92,0.12,70,71,62,82,75,86,81,213
15,0,0.363636364,0.583333333,0.125,0.302325581,0.1875,0.770833333,26,0.416666667,-2,0.5,0,NA,0,7.1,1,"control",4.17,2.17,0.36,79,98,96,92,90,92,76,250
15,1,0.909090909,0.583333333,0.21875,0.279069767,0.1875,0.770833333,26,0.583333333,3,0.520833333,2,NA,0,7.1,1,"control",2.67,3.54,0.23,94,87,98,69,83,86,88,231
15,2,1,0.791666667,0.46875,0.465116279,0.395833333,0.729166667,24,0.5,0,0.583333333,8,0.378571429,0,7.1,1,"control",6.17,4,0.11,88,89,86,80,74,81,82,237
15,3,1,0.666666667,0.59375,0.604651163,0.458333333,0.875,37,0.5,0,0.645833333,14,0.442857143,0,7.1,1,"control",4.71,3.83,0.11,88,87,77,82,73,92,81,234
150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,0,0.181818182,0.416666667,0.15625,0.302325581,0.020833333,0.3125,-13,0.416666667,2,0.5,0,NA,0,6.4,1,"control",3.04,3.17,0.22,65,89,84,82,90,92,81,237
151,1,0.363636364,0.583333333,0.28125,0.348837209,0.229166667,0.541666667,5,0.583333333,2,0.604166667,23,NA,0,6.4,1,"control",4.38,4.08,0.19,94,86,95,78,79,92,87,228
151,2,0.545454545,0.541666667,0.40625,0.395348837,0.270833333,0.729166667,22,0.5,0,0.708333333,20,0.242857143,0,6.4,1,"control",4.33,2.58,0.12,69,64,68,72,73,88,78,219
151,3,0.4,0.583333333,0.4375,0.418604651,0.125,0.791666667,28,0.416666667,-2,0.583333333,8,0.442857143,0,6.4,1,"control",4.08,3.12,0.18,76,77,58,78,70,92,79,206
152,0,0.363636364,0.333333333,0.21875,0.279069767,0.104166667,0.541666667,4,0.333333333,-3,0.583333333,16,NA,0,6.7,0,"control",3.08,2.88,0.3,88,97,98,92,91,90,91,239
152,1,0.272727273,0.75,0.25,0.23255814,0.166666667,0.9375,42,0.75,6,0.75,25,NA,0,6.7,0,"control",2.96,3.96,0.13,94,91,99,57,82,86,89,226
152,2,0.363636364,0.708333333,0.40625,0.418604651,0.208333333,0.979166667,46,0.5,0,0.583333333,17,0.342857143,0,6.7,0,"control",3.88,1.83,0.13,86,96,95,79,74,80,75,225
152,3,0.8,0.833333333,0.65625,0.558139535,0.4375,1,48,0.5,0,0.666666667,16,0.407142857,0,6.7,0,"control",4.75,5.17,0.08,95,91,89,74,63,88,82,236
153,0,0.363636364,0.583333333,NA,0.255813953,0.041666667,0.520833333,2,0.333333333,0,0.416666667,-6,NA,0,6.1,1,"control",1.96,1.54,0.23,40,68,38,46,89,88,76,245
153,1,0,0.583333333,0.15625,0.23255814,0.145833333,0.520833333,3,0.5,1,0.625,12,NA,0,6.1,1,"control",2.62,3.25,0.19,43,64,75,46,76,84,87,221
153,2,0,0.791666667,0.3125,0.325581395,0.1875,0.916666667,40,0.5,0,0.604166667,11,0.357142857,0,6.1,1,"control",6.75,4.21,0.16,33,49,33,64,71,83,82,232
153,3,0.3,0.75,0.3125,0.418604651,0.25,0.833333333,37,0.5,0,0.625,26,0.414285714,0,6.1,1,"control",3.54,3.33,0.13,33,46,33,64,63,86,79,232
154,0,0.272727273,0.583333333,0.125,0.162790698,0.041666667,0.708333333,28,0.416666667,-2,0.3125,12,NA,0,7.2,0,"control",1.62,2.25,0.19,74,96,85,84,88,88,85,250
154,1,0.363636364,0.666666667,0.28125,0.279069767,0.145833333,0.729166667,22,0.583333333,2,0.729166667,22,NA,0,7.2,0,"control",3.33,4.12,0.1,85,91,96,80,82,88,87,230
154,2,0.909090909,0.583333333,0.34375,0.418604651,0.208333333,0.75,24,0.083333333,-3,0.75,24,0.321428571,0,7.2,0,"control",4.88,5.71,0.08,81,84,84,79,75,83,90,225
154,3,1,0.708333333,0.4375,0.511627907,0.4375,0.916666667,40,0.5,0,0.666666667,16,0.464285714,0,7.2,0,"control",3.67,4.71,0.06,86,83,80,82,65,92,83,230
155,0,0.272727273,0.75,0.28125,0.325581395,0.333333333,0.625,12,0.583333333,2,0.5625,6,NA,1,6.8,1,"abacus",2.71,3.88,0.39,98,98,100,96,88,94,85,251
155,1,0.545454545,0.416666667,0.46875,0.441860465,0.583333333,0.5625,6,0.666666667,4,0.833333333,32,NA,1,6.8,1,"abacus",3.5,4.33,0.1,97,97,100,91,80,92,87,239
155,2,0.818181818,0.208333333,0.5,0.465116279,0.6875,0.708333333,20,0.666666667,4,0.708333333,20,0.892857143,1,6.8,1,"abacus",2.83,1.12,0.11,94,95,97,83,79,86,88,243
155,3,1,0.541666667,0.65625,0.604651163,0.875,0.666666667,16,0.416666667,-1,0.770833333,26,0.985714286,1,6.8,1,"abacus",3.96,5.21,0.09,93,95,93,86,92,92,85,239
156,0,0.272727273,0.5,0.09375,NA,0.041666667,0.5,0,0.083333333,1,0.375,-12,NA,0,8.4,0,"control",1.46,3.25,1,76,80,89,82,90,84,80,247
156,1,0,0.416666667,0.125,0.23255814,0.104166667,0.541666667,4,0.416666667,-2,0.666666667,19,NA,0,8.4,0,"control",2.96,2.04,1,74,60,84,62,82,82,88,232
156,2,0.545454545,0.25,0.34375,0.325581395,0.125,0.625,12,0.5,0,0.708333333,21,0.121428571,0,8.4,0,"control",1.71,4.08,0.88,59,44,60,65,69,73,80,241
156,3,0.2,0.25,0.25,0.348837209,0.229166667,0.6875,19,0.583333333,2,0.625,13,0.164285714,0,8.4,0,"control",1.75,1.12,1,42,42,39,40,66,76,81,233
157,0,0.090909091,0.666666667,0.21875,0.325581395,0.166666667,0.541666667,24,0.5,1,0.395833333,16,NA,0,6.5,0,"control",5.62,3.75,0.21,88,95,95,70,90,90,81,245
157,1,0.636363636,0.833333333,0.34375,0.348837209,0.104166667,0.791666667,29,0.583333333,2,0.708333333,31,NA,0,6.5,0,"control",3.54,3.79,0.13,97,94,97,88,82,84,86,233
157,2,0.818181818,0.666666667,0.4375,0.372093023,0.166666667,0.916666667,41,0.5,0,0.625,13,0.35,0,6.5,0,"control",3.17,3.08,0.11,93,94,96,84,75,76,85,233
157,3,0.9,0.5,0.5625,0.488372093,0.416666667,0.8125,30,0.5,0,0.645833333,14,0.271428571,0,6.5,0,"control",3.88,2.88,0.11,93,88,92,84,68,92,81,236
158,0,0.363636364,0.333333333,0.03125,0.069767442,0.104166667,0.5625,14,0.416666667,-2,0.333333333,1,NA,0,6,0,"control",1.17,2.62,0.61,58,85,73,56,92,82,74,250
158,1,0.181818182,0.166666667,0.15625,0.348837209,0.1875,0.625,14,0.583333333,2,0.6875,21,NA,0,6,0,"control",2.75,3.67,0.3,73,86,89,55,81,88,86,238
158,2,0.181818182,0.5,0.3125,0.372093023,0.229166667,0.8125,30,0.5,0,0.6875,20,0.271428571,0,6,0,"control",3.38,3.79,0.13,54,73,64,74,78,78,80,239
158,3,0.2,0.75,0.46875,0.372093023,0.395833333,0.9375,42,0.5,0,0.625,18,0.371428571,0,6,0,"control",3.46,3.04,0.14,70,75,68,72,68,86,81,237
159,0,0.272727273,0.666666667,NA,0.209302326,0.083333333,0.5625,22,0.75,6,0.458333333,12,NA,0,6.4,1,"control",1.75,2.08,0.32,87,92,94,82,86,90,80,251
159,1,0,0.833333333,0.15625,0.302325581,0.1875,0.6875,20,0.5,0,0.395833333,-10,NA,0,6.4,1,"control",2.42,2.88,0.12,91,90,99,70,82,90,89,229
159,2,0,0.416666667,0.25,0.418604651,0.270833333,0.6875,19,0.583333333,2,0.645833333,14,0.364285714,0,6.4,1,"control",3.88,3.33,0.19,80,89,88,78,78,77,83,236
159,3,0.9,0.416666667,0.3125,0.395348837,0.354166667,0.833333333,34,0.5,0,0.666666667,17,0.357142857,0,6.4,1,"control",2.04,4.5,0.16,84,66,76,74,69,90,81,235
16,0,0.272727273,0.916666667,0.09375,0.255813953,0.1875,0.791666667,32,0.666666667,4,0.520833333,10,NA,1,7.1,0,"abacus",1.25,2.96,0.12,73,90,81,80,87,88,75,242
16,1,0,1,0.21875,0.372093023,0.208333333,0.8125,37,0.5,0,0.6875,19,NA,1,7.1,0,"abacus",4.5,3.25,0.11,70,79,87,57,75,90,87,223
16,2,0.454545455,0.708333333,0.3125,0.372093023,0.25,0.979166667,46,0.75,6,0.8125,30,0.192857143,1,7.1,0,"abacus",3.5,4.38,0.09,48,65,53,65,72,82,90,229
16,3,1,0.625,0.4375,0.395348837,0.354166667,0.9375,42,0.5,0,0.75,24,0.35,1,7.1,0,"abacus",3.12,4.5,0.11,80,74,47,68,58,82,81,235
160,0,0.363636364,0.75,0.09375,0.302325581,0.208333333,0.854166667,40,0.5,0,0.5,18,NA,0,6.7,0,"control",3.33,3.25,0.64,89,96,98,84,90,86,75,251
160,1,1,0.833333333,0.34375,0.418604651,0.270833333,0.958333333,44,0.583333333,2,0.6875,18,NA,0,6.7,0,"control",5.38,4.46,0.17,93,95,98,84,85,90,85,236
160,2,0.909090909,0.625,0.40625,0.395348837,0.375,0.9375,43,0.5,0,0.729166667,24,0.421428571,0,6.7,0,"control",6.58,2.5,0.15,89,97,88,80,78,80,88,240
160,3,1,0.583333333,0.34375,0.488372093,0.4375,0.9375,42,0.5,0,0.729166667,27,0.442857143,0,6.7,0,"control",4.62,4.38,0.14,82,91,79,80,65,82,82,236
161,0,0.181818182,0.583333333,0.09375,0.093023256,0.083333333,0.604166667,23,0.416666667,-2,0.354166667,14,NA,1,7.3,0,"abacus",3.62,3.46,0.36,88,91,96,86,86,86,76,246
161,1,0.545454545,0.833333333,0.34375,0.395348837,0.125,0.770833333,31,0.916666667,10,0.520833333,17,NA,1,7.3,0,"abacus",2.21,2.54,0.15,87,90,83,72,75,82,85,235
161,2,0.818181818,0.583333333,0.40625,0.395348837,0.270833333,0.895833333,38,0.5,0,0.625,12,0.342857143,1,7.3,0,"abacus",3.17,2.29,0.16,74,81,87,76,71,78,74,238
161,3,1,0.416666667,0.5625,0.534883721,0.416666667,0.958333333,44,0.5,0,0.625,25,0.392857143,1,7.3,0,"abacus",3.83,3.04,0.1,88,84,82,78,72,86,82,234
162,0,0.181818182,0.333333333,0.125,0.302325581,0.083333333,0.5,7,0.416666667,-1,0.645833333,14,NA,0,7.2,0,"control",2.33,1.25,0.33,78,89,89,78,84,84,85,235
162,1,0.090909091,0.5,0.21875,0.302325581,0.1875,0.479166667,0,0.583333333,2,0.541666667,4,NA,0,7.2,0,"control",2.71,3.79,0.19,65,73,76,67,76,84,88,234
162,2,0,0.5,0.40625,0.372093023,0.229166667,0.604166667,11,0.583333333,3,0.645833333,15,0.264285714,0,7.2,0,"control",3.25,3.25,0.18,28,34,42,66,69,76,89,239
162,3,1,0.083333333,0.4375,0.488372093,0.395833333,0.645833333,14,0.416666667,-2,0.666666667,16,0.392857143,0,7.2,0,"control",3.33,3.83,0.16,37,53,35,64,62,86,83,221
163,0,0.363636364,0.666666667,0.15625,0.279069767,0.25,0.5,12,0.666666667,4,0.416666667,8,NA,0,6.1,1,"control",4.46,2.75,0.74,91,92,98,78,87,92,75,245
163,1,0.181818182,0.5,0.28125,0.395348837,0.270833333,0.666666667,17,0.583333333,2,0.458333333,-4,NA,0,6.1,1,"control",3.21,2.08,0.12,89,93,98,74,82,82,87,234
163,2,0.181818182,0.375,0.375,0.372093023,0.208333333,0.625,13,0.5,0,0.604166667,10,0.385714286,0,6.1,1,"control",4.33,5.58,0.16,70,72,72,74,77,82,80,236
163,3,1,0.458333333,0.53125,0.534883721,0.354166667,0.770833333,26,0.5,0,0.6875,18,0.421428571,0,6.1,1,"control",3.83,5.21,0.16,62,57,51,62,68,86,80,235
164,0,0.454545455,0.583333333,NA,0.162790698,0.104166667,0.854166667,41,0.5,0,0.5625,24,NA,0,7.1,1,"control",3.71,4.79,0.37,80,98,92,94,91,92,76,247
164,1,0.545454545,0.833333333,0.40625,0.418604651,0.270833333,0.979166667,46,0.583333333,2,0.645833333,14,NA,0,7.1,1,"control",4.12,4.54,0.22,93,89,97,73,86,86,84,228
