"subnum","year","placeval","ravens","wiat","woodcock","arith","mental.rot.letters.prop","mental.rot.letters.sum","commute.prop","commute.sum","mental.rot.shapes.prop","mental.rot.shapes.sum","wholegroupsums","abacus","age","female","condition","verbalwm","spatialwm","ans","english","math","science","computer","music","art","phys.ed","attendance"
69,1,0.090909091,0.666666667,0.28125,0.418604651,0.125,0.770833333,27,0.5,0,0.770833333,27,NA,0,7.2,0,"control",3.67,3.38,0.11,86,89,94,65,84,84,87,226
69,2,0.090909091,0.416666667,0.375,0.418604651,0.375,0.666666667,16,0.5,1,0.625,12,0.321428571,0,7.2,0,"control",4.12,3.58,0.11,88,71,88,57,79,74,72,222
69,3,0.4,0.583333333,0.5,0.534883721,0.3125,0.895833333,38,0.5,0,0.770833333,26,0.378571429,0,7.2,0,"control",4.5,3.96,0.11,91,84,87,68,73,90,78,235
7,0,0.090909091,0.833333333,0,0.139534884,0.020833333,0.770833333,27,0.083333333,1,0.6875,18,NA,0,7.2,0,"control",1.42,1.25,0.33,66,84,83,56,87,84,75,222
7,1,0.090909091,0.333333333,0.09375,0.279069767,0.020833333,0.5625,7,0.583333333,2,0.479166667,-1,NA,0,7.2,0,"control",1.83,3.79,0.26,80,85,86,69,80,86,85,215
7,2,0,0.166666667,0.15625,0.302325581,0.104166667,0.583333333,8,0.333333333,-4,0.604166667,10,0.35,0,7.2,0,"control",3.29,1.58,0.32,47,40,59,55,72,72,88,220
7,3,0,0.5,0.46875,0.395348837,0.291666667,0.770833333,26,0.5,0,0.041666667,2,0.428571429,0,7.2,0,"control",3.67,4.71,0.14,73,62,59,68,64,92,86,200
70,0,0.090909091,0.5,0.09375,0.186046512,0.145833333,0.5,14,0.333333333,-1,0.541666667,14,NA,1,6.7,1,"abacus",2,2.04,0.39,87,92,94,82,90,88,85,243
70,1,0,0.583333333,0.1875,0.302325581,0.083333333,0.895833333,38,0.833333333,8,0.541666667,5,NA,1,6.7,1,"abacus",3.12,2.54,0.23,89,83,92,72,80,86,85,230
70,2,0,0.458333333,0.4375,0.395348837,0.270833333,0.9375,42,0.416666667,-2,0.854166667,36,0.407142857,1,6.7,1,"abacus",3,2.88,0.13,70,72,70,66,74,78,85,224
70,3,0.2,0.541666667,0.53125,0.488372093,0.354166667,0.895833333,38,0.5,0,0.708333333,21,0.521428571,1,6.7,1,"abacus",3.92,4.83,0.2,70,75,55,66,72,90,83,211
71,0,0.454545455,0.5,0.125,0.325581395,0.1875,0.708333333,22,0.583333333,2,0.5,2,NA,1,7.1,1,"abacus",3.08,3.67,0.42,83,93,90,94,91,90,76,234
71,1,0.090909091,0.666666667,0.25,0.302325581,0.208333333,0.875,37,0.416666667,-1,0.791666667,28,NA,1,7.1,1,"abacus",3.75,4.96,0.37,92,89,99,81,84,90,88,232
71,2,0.909090909,0.75,0.4375,0.395348837,0.291666667,0.770833333,32,0.5,0,0.958333333,45,0.235714286,1,7.1,1,"abacus",4.83,3.5,0.14,88,75,84,80,83,81,79,236
71,3,1,0.625,0.5625,0.581395349,0.5625,0.958333333,44,0.5,0,0.9375,42,0.4,1,7.1,1,"abacus",2.83,4.33,0.1,86,88,77,78,75,90,80,229
72,0,0.090909091,0.666666667,0.09375,0.255813953,0.1875,0.604166667,11,0.75,6,0.645833333,15,NA,1,7.2,1,"abacus",2.5,3.88,0.4,95,100,98,94,89,86,80,243
72,1,0.272727273,0.75,0.3125,0.348837209,0.229166667,0.625,12,0.5,0,0.6875,18,NA,1,7.2,1,"abacus",3.88,3.58,0.11,85,89,100,86,78,88,85,222
72,2,1,0.333333333,0.46875,0.465116279,0.604166667,0.6875,18,0.75,6,0.541666667,4,0.542857143,1,7.2,1,"abacus",4.62,3.29,0.11,92,88,94,85,67,81,79,234
72,3,1,0.291666667,0.65625,0.604651163,0.729166667,0.791666667,28,0.5,0,0.791666667,28,0.592857143,1,7.2,1,"abacus",3.17,4.12,0.09,92,91,86,84,75,90,81,236
73,0,0.272727273,0.75,0.09375,0.162790698,0.083333333,0.645833333,28,0.25,0,0.5625,18,NA,0,6.2,0,"control",2.62,3.79,0.38,28,60,40,56,86,84,79,221
73,1,0.181818182,0.416666667,0.15625,0.325581395,0.104166667,0.854166667,34,0.416666667,-2,0.583333333,17,NA,0,6.2,0,"control",3.17,4.17,0.13,71,75,79,62,80,86,86,219
73,2,0.909090909,0.583333333,0.28125,0.302325581,0.229166667,0.895833333,38,0.5,3,0.666666667,17,0.25,0,6.2,0,"control",3.67,4.25,0.08,49,57,46,71,63,76,73,226
73,3,1,0.541666667,0.34375,0.395348837,0.354166667,0.979166667,46,0.333333333,3,0.604166667,17,0.414285714,0,6.2,0,"control",3.42,6.29,0.14,50,59,36,64,62,90,83,223
74,0,0.181818182,0.583333333,0.09375,0.255813953,0.104166667,0.479166667,0,0.416666667,4,0.479166667,19,NA,0,6.4,0,"control",4.25,2.79,0.78,90,93,96,78,90,84,74,247
74,1,0.545454545,0.583333333,0.21875,0.348837209,0.145833333,0.4375,-3,0.5,1,0.645833333,15,NA,0,6.4,0,"control",4.38,4.08,0.28,93,91,98,53,80,82,86,235
74,2,0.363636364,0.708333333,0.4375,0.395348837,0.270833333,0.791666667,28,0.5,0,0.729166667,22,0.278571429,0,6.4,0,"control",3.38,4.08,0.11,94,92,97,76,71,75,87,236
74,3,1,0.625,0.59375,0.558139535,0.416666667,0.875,36,0.5,0,0.75,24,0.464285714,0,6.4,0,"control",4.17,3.96,0.11,91,91,86,76,68,92,83,234
75,0,0.545454545,0.916666667,0.125,0.302325581,0.25,0.75,28,0.5,0,0.6875,18,NA,1,7.5,1,"abacus",4.17,3.79,0.16,96,97,98,96,88,92,80,246
75,1,0.818181818,1,0.3125,0.348837209,0.208333333,0.645833333,16,0.916666667,11,0.604166667,11,NA,1,7.5,1,"abacus",5.21,2.71,0.14,96,97,99,46,83,86,85,221
75,2,1,0.791666667,0.53125,0.465116279,0.458333333,0.583333333,8,1,12,0.5625,6,0.407142857,1,7.5,1,"abacus",5.17,3.5,0.1,91,94,93,79,81,87,86,230
75,3,1,0.875,0.59375,0.558139535,0.5,0.875,36,1,12,0.770833333,26,0.528571429,1,7.5,1,"abacus",5,5.88,0.08,84,86,78,72,77,86,83,214
76,0,0.090909091,0.5,0.15625,0.302325581,0.1875,0.625,14,0.166666667,-1,0.583333333,14,NA,0,6.8,1,"control",4.12,2.79,0.28,82,92,87,78,90,90,79,245
76,1,0.454545455,0.666666667,0.28125,0.325581395,0.25,0.6875,18,0.583333333,4,0.708333333,21,NA,0,6.8,1,"control",3.88,3,0.19,93,94,98,84,87,88,86,233
76,2,0.272727273,0.541666667,0.4375,0.465116279,0.354166667,0.666666667,16,0.5,0,0.6875,27,0.328571429,0,6.8,1,"control",3.92,2.25,0.16,92,90,94,80,81,84,77,242
76,3,1,0.75,0.625,0.558139535,0.541666667,0.708333333,20,0.75,6,0.770833333,27,0.478571429,0,6.8,1,"control",3.79,4.46,0.16,91,90,87,68,74,90,80,234
77,0,0.181818182,0.5,0.125,0.186046512,0.083333333,0.5,20,0.083333333,-1,0.395833333,3,NA,1,6.6,0,"abacus",4.79,2.21,0.34,52,64,64,56,89,84,89,237
77,1,0,0.583333333,0.125,0.348837209,0.104166667,0.520833333,2,0.583333333,2,0.708333333,21,NA,1,6.6,0,"abacus",3.12,3.83,0.34,60,62,72,60,73,74,87,236
77,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.6,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.6,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0,0.090909091,0.75,0.15625,0.255813953,0.1875,0.6875,30,NA,NA,0.4375,13,NA,1,6.5,0,"abacus",1.46,2,0.53,97,96,99,90,88,82,90,242
78,1,0.363636364,0.666666667,0.375,0.441860465,0.25,0.875,36,0.5,0,0.666666667,16,NA,1,6.5,0,"abacus",3.25,3.46,0.24,94,96,97,85,77,82,85,232
78,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.5,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.5,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0,0.090909091,0.583333333,0.15625,0.302325581,0.166666667,0.25,12,0.416666667,-2,0.4375,17,NA,0,6.4,1,"control",3.46,4.04,0.32,96,97,98,94,91,84,76,245
79,1,0.909090909,0.5,0.34375,0.395348837,0.104166667,0.916666667,41,0.583333333,2,0.791666667,28,NA,0,6.4,1,"control",3.88,3.71,0.15,98,96,100,88,83,88,88,232
79,2,1,0.75,0.46875,0.441860465,0.333333333,0.916666667,41,0.5,0,0.9375,42,0.342857143,0,6.4,1,"control",4.17,4.12,0.12,91,85,96,81,79,75,82,233
79,3,0.9,0.75,0.6875,0.558139535,0.583333333,1,48,1,12,0.770833333,26,0.435714286,0,6.4,1,"control",3.83,5.29,0.1,93,91,87,86,72,92,81,233
8,0,0.090909091,0.166666667,0.03125,0.162790698,0.020833333,0.520833333,20,0.083333333,0,0.5,11,NA,0,5.9,1,"control",4.25,1.5,1,72,78,92,82,88,88,75,232
8,1,0.090909091,0.166666667,0.09375,0.255813953,0,0.520833333,4,0.5,0,0.604166667,22,NA,0,5.9,1,"control",2.75,1.25,0.02,80,64,86,70,83,86,88,229
8,2,0,0.333333333,0.40625,0.395348837,0.125,0.375,3,0.666666667,4,0.479166667,-1,0.228571429,0,5.9,1,"control",3.83,1.33,0.57,73,79,64,72,79,75,74,232
8,3,0,0.458333333,0.40625,0.325581395,0.291666667,0.729166667,24,0.333333333,1,0.416666667,20,0.407142857,0,5.9,1,"control",3.54,3.75,0.39,68,48,47,68,69,86,82,221
80,0,0,0.416666667,0.09375,0.162790698,0.0625,0.354166667,6,NA,NA,0.395833333,-6,NA,0,7.1,0,"control",1.42,1.38,1,69,81,70,72,86,84,79,250
80,1,0,0.333333333,0.15625,0.255813953,0.083333333,0.625,12,0.5,0,0.625,14,NA,0,7.1,0,"control",2.79,2,0.23,77,72,87,61,77,84,85,234
80,2,0.363636364,0.416666667,0.3125,0.348837209,0.3125,0.75,24,0.25,0,0.625,12,0.05,0,7.1,0,"control",3.21,2.21,0.13,59,47,61,66,69,79,83,241
80,3,0.9,0.166666667,0.25,0.418604651,0.3125,0.791666667,28,0,-2,0.708333333,20,0.4,0,7.1,0,"control",3,2.96,0.11,65,51,63,72,57,84,84,234
81,0,0.272727273,0.583333333,0.0625,0.162790698,0.104166667,0.395833333,11,NA,NA,0.4375,15,NA,1,6.7,1,"abacus",2.5,2.92,1,73,89,86,36,87,86,76,244
81,1,0.454545455,0.416666667,0.1875,0.302325581,0.208333333,0.5625,6,0.333333333,-4,0.479166667,0,NA,1,6.7,1,"abacus",3.38,2.92,0.78,73,76,89,50,77,84,87,220
81,2,0.909090909,0.541666667,0.28125,0.348837209,0.208333333,0.5625,6,0.666666667,5,0.4375,-6,0.242857143,1,6.7,1,"abacus",1.92,2.21,0.26,50,46,58,70,65,77,76,232
81,3,0.9,0.208333333,0.34375,0.395348837,0.125,0.666666667,16,0.5,0,0.4375,-6,0.135714286,1,6.7,1,"abacus",4.04,4.12,0.36,60,46,36,76,67,82,79,231
82,0,0.363636364,0.166666667,0.125,0.186046512,0.1875,0.645833333,28,0.5,0,0.708333333,31,NA,1,6.5,0,"abacus",1.71,2.75,NA,78,98,80,82,91,88,85,243
82,1,0,0.583333333,0.1875,0.23255814,0.145833333,0.729166667,22,0.25,-6,0.833333333,34,NA,1,6.5,0,"abacus",6.17,3.75,0.19,82,91,89,65,81,84,87,224
82,2,0.909090909,0.708333333,0.4375,0.372093023,0.291666667,0.958333333,44,0.5,0,0.875,38,0.307142857,1,6.5,0,"abacus",3.83,4.79,0.13,43,74,49,70,69,86,85,229
82,3,1,0.208333333,0.5,0.465116279,0.625,0.9375,44,0.5,0,0.9375,42,0.657142857,1,6.5,0,"abacus",4.29,4.38,0.14,39,68,33,64,72,90,81,215
83,0,0.545454545,0.583333333,0.0625,0.186046512,0.083333333,0.333333333,-2,0.25,0,0.4375,-6,NA,0,6.8,0,"control",2.5,1.25,0.37,58,79,82,50,83,80,75,232
83,1,0,0.25,0.09375,0.209302326,0.083333333,0.458333333,-3,0.583333333,2,0.729166667,23,NA,0,6.8,0,"control",3.25,1.62,0.21,36,60,43,50,82,84,86,218
83,2,0.545454545,0.416666667,0.28125,0.23255814,0.0625,0.604166667,11,0.416666667,-2,0.645833333,15,0.235714286,0,6.8,0,"control",4.62,2.54,0.11,28,35,43,71,68,75,73,224
83,3,0,0.208333333,0.21875,0.395348837,0.125,0.625,13,0.666666667,4,0.729166667,22,0.35,0,6.8,0,"control",3.83,3.67,0.08,28,33,33,64,61,80,82,215
84,0,0.454545455,0,NA,0.162790698,0.125,0.5625,18,0.5,0,0.541666667,18,NA,1,6.5,0,"abacus",3.46,3.08,0.32,75,82,81,74,90,84,75,244
84,1,0,0.166666667,0.15625,0.325581395,0.208333333,0.645833333,14,0.583333333,2,0.666666667,16,NA,1,6.5,0,"abacus",3.88,3.5,0.08,80,82,90,52,77,86,84,213
84,2,0.363636364,0.333333333,0.21875,0.372093023,0.270833333,0.604166667,10,0.583333333,2,0.541666667,4,0.385714286,1,6.5,0,"abacus",4.12,4.79,0.16,63,64,72,70,72,78,83,195
84,3,1,0.375,0.40625,0.372093023,0.208333333,0.875,36,0.5,0,0.708333333,20,0.414285714,1,6.5,0,"abacus",2.88,4.38,0.07,45,44,42,66,59,84,79,220
85,0,0.454545455,0.666666667,0.09375,0.255813953,0.270833333,0.541666667,4,0.5,0,0.541666667,6,NA,1,6.6,0,"abacus",2.96,1.33,0.39,49,73,73,84,84,80,75,239
85,1,0.090909091,0.416666667,0.15625,0.325581395,0.125,0.645833333,14,0.25,1,0.520833333,2,NA,1,6.6,0,"abacus",5.04,2.58,0.17,67,78,79,61,78,82,88,231
85,2,0.363636364,0.208333333,0.28125,0.325581395,0.208333333,0.645833333,14,0.5,0,0.458333333,-4,0.228571429,1,6.6,0,"abacus",3.33,3.96,0.15,53,68,53,73,73,77,82,234
85,3,0.8,0.25,0.40625,0.372093023,0.291666667,0.6875,18,0.416666667,-2,0.666666667,16,0.278571429,1,6.6,0,"abacus",2.62,3.75,0.16,46,53,33,66,70,84,80,232
86,0,0,0.666666667,0.1875,0.279069767,0.0625,0.395833333,8,0.333333333,-2,0.375,14,NA,0,6.6,0,"control",2.12,2.92,0.67,57,81,65,64,86,86,76,240
86,1,0.090909091,0.5,0.28125,0.325581395,0.125,0.666666667,16,0.416666667,-2,0.645833333,14,NA,0,6.6,0,"control",2.75,3.04,0.18,74,83,81,68,76,86,87,234
86,2,0.454545455,0.541666667,0.25,0.255813953,0.125,0.75,26,0.333333333,-4,0.5625,6,0.1,0,6.6,0,"control",3.04,3.5,0.23,41,38,52,71,70,83,77,234
86,3,0.7,0.333333333,0.1875,0.372093023,0.0625,0.770833333,26,0.416666667,-2,0.75,24,0.1,0,6.6,0,"control",4.96,2.04,0.12,44,49,38,70,61,82,82,236
87,0,0.454545455,0.416666667,0.125,0.279069767,0.166666667,0.583333333,18,NA,NA,0.520833333,11,NA,0,7,1,"control",3.75,4.38,0.9,72,85,81,74,87,84,74,251
87,1,0.363636364,0.666666667,0.25,0.302325581,0.104166667,0.645833333,14,0.583333333,2,0.666666667,21,NA,0,7,1,"control",3.79,4.04,0.17,78,85,90,61,84,88,84,224
87,2,0.454545455,0.916666667,0.3125,0.372093023,0.3125,0.833333333,33,0.25,0,0.479166667,13,0.214285714,0,7,1,"control",3.79,4.12,0.2,80,78,72,74,72,76,81,242
87,3,0.9,0.708333333,0.46875,0.418604651,0.270833333,0.895833333,38,0.5,0,0.5625,18,0.221428571,0,7,1,"control",5.08,4.42,0.16,78,79,63,76,70,86,82,232
88,0,0.272727273,0.5,0.0625,0.209302326,0.104166667,0.583333333,8,0.333333333,-4,0.645833333,22,NA,0,6.6,1,"control",3.29,2.12,0.83,69,84,79,58,88,88,75,245
88,1,0,0.583333333,0.3125,0.325581395,0.145833333,0.75,24,0.25,-4,0.645833333,14,NA,0,6.6,1,"control",2.5,2.42,0.2,72,82,86,54,84,86,85,227
88,2,0,0.333333333,0.40625,0.302325581,0.333333333,0.854166667,36,0.666666667,4,0.479166667,-2,0.164285714,0,6.6,1,"control",3.17,5,0.17,68,63,70,75,63,85,68,217
88,3,0.4,0.5,0.375,0.395348837,0.4375,0.916666667,42,0.5,5,0.583333333,23,0.235714286,0,6.6,1,"control",3.08,2.38,0.13,71,64,55,84,74,92,82,231
89,0,0.272727273,0.5,0.15625,0.255813953,0.25,0.8125,35,NA,NA,0.541666667,15,NA,0,7.4,0,"control",4.25,4.21,0.22,88,98,96,84,93,92,89,232
89,1,0.818181818,0.916666667,0.34375,0.395348837,0.125,0.8125,30,0.583333333,2,0.770833333,26,NA,0,7.4,0,"control",3.46,4.88,0.11,88,88,96,84,88,88,87,233
89,2,1,0.875,0.59375,0.441860465,0.354166667,0.979166667,46,0.916666667,10,0.8125,30,0.45,0,7.4,0,"control",3.79,3.96,0.1,76,95,80,75,86,89,91,232
89,3,1,0.875,0.65625,0.581395349,0.479166667,0.895833333,38,0.5,0,0.895833333,39,0.485714286,0,7.4,0,"control",3.33,4.58,0.16,79,92,74,82,73,92,89,224
9,0,0.363636364,0.166666667,0.03125,0.139534884,0.083333333,0.354166667,8,0.5,0,0.354166667,13,NA,0,5.9,1,"control",3.46,2.46,0.22,85,90,98,76,90,82,75,225
9,1,0,0.5,0.1875,0.279069767,0.125,0.625,12,0.583333333,2,0.416666667,12,NA,0,5.9,1,"control",2.67,3.96,0.17,81,73,89,75,83,86,88,230
9,2,0,0.333333333,0.3125,0.395348837,0.208333333,0.5625,6,0.666666667,4,0.5625,15,0.3,0,5.9,1,"control",3.96,3.96,0.26,79,79,74,72,76,76,79,237
9,3,0.3,0.25,0.40625,0.511627907,0.416666667,0.833333333,32,0.416666667,-1,0.770833333,37,0.457142857,0,5.9,1,"control",3.25,4.17,0.17,76,59,55,68,68,82,81,223
90,0,0.272727273,0,0.03125,0.162790698,0.083333333,0.583333333,10,0.5,3,0.520833333,2,NA,0,6.8,0,"control",3.25,1.29,0.44,68,79,76,80,89,86,75,242
90,1,0.090909091,0.75,0.21875,0.325581395,0.0625,0.583333333,13,0.5,0,0.5625,6,NA,0,6.8,0,"control",2.83,1.96,0.21,74,74,80,65,79,92,85,229
90,2,0.090909091,0.75,0.375,0.348837209,0.25,0.9375,42,0,-3,0.666666667,19,0.235714286,0,6.8,0,"control",2.21,1.92,0.13,62,61,72,78,77,82,84,235
90,3,0.3,0.5,0.46875,0.418604651,0.291666667,0.979166667,46,0.416666667,-2,0.583333333,9,0.292857143,0,6.8,0,"control",3,3.21,0.13,63,69,54,70,58,90,84,228
91,0,0.272727273,0.833333333,0.09375,0.255813953,0.166666667,0.833333333,36,0.583333333,2,0.395833333,8,NA,1,6.2,1,"abacus",4.12,2.08,0.39,81,95,81,80,89,88,85,247
91,1,0.090909091,0.833333333,0.3125,0.348837209,0.229166667,0.708333333,20,0.5,0,0.708333333,21,NA,1,6.2,1,"abacus",3.83,2.5,0.11,93,86,96,80,82,92,87,231
91,2,0.090909091,0.208333333,0.25,0.395348837,0.291666667,0.666666667,18,0.5,0,0.5,0,0.328571429,1,6.2,1,"abacus",3.96,3.5,0.18,79,76,80,76,76,77,74,235
91,3,0.1,0.458333333,0.34375,0.372093023,0.375,0.958333333,44,0.5,0,0.729166667,22,0.342857143,1,6.2,1,"abacus",4.75,3.46,0.1,76,81,70,78,84,88,83,231
92,0,0.363636364,0.833333333,0.1875,0.302325581,0.1875,0.645833333,28,0.333333333,1,0.708333333,28,NA,1,6.1,0,"abacus",3.29,2.71,0.5,94,95,97,80,87,88,80,246
92,1,0.363636364,0.75,0.21875,0.325581395,0.083333333,0.875,38,0.666666667,4,0.770833333,31,NA,1,6.1,0,"abacus",6.38,3.21,0.18,94,95,98,86,80,84,86,235
92,2,0.727272727,0.708333333,0.3125,0.372093023,0.208333333,0.833333333,33,0.5,0,0.708333333,23,0.242857143,1,6.1,0,"abacus",4.17,3.92,0.12,89,79,88,69,76,76,77,232
92,3,0.9,0.791666667,0.375,0.488372093,0.5,1,48,0.5,0,0.8125,30,0.335714286,1,6.1,0,"abacus",3.96,3.75,0.12,86,79,78,72,66,86,80,237
93,0,0.181818182,0.416666667,NA,0.302325581,0.1875,0.104166667,-1,0.5,0,0.5625,6,NA,0,7,1,"control",4.33,4.04,0.13,51,73,65,50,85,84,76,234
93,1,0.727272727,0.5,0.21875,0.348837209,0.208333333,0.729166667,22,0.166666667,2,0.6875,18,NA,0,7,1,"control",4.75,2.79,0.12,88,90,92,61,85,88,89,208
93,2,1,0.666666667,0.375,0.418604651,0.333333333,0.791666667,30,0.5,0,0.604166667,19,0.378571429,0,7,1,"control",4.67,4.83,0.1,56,49,52,69,75,79,71,219
93,3,0.9,0.625,0.5625,0.534883721,0.354166667,0.770833333,26,0.75,6,0.770833333,26,0.478571429,0,7,1,"control",5.75,5.38,0.09,60,60,43,78,71,90,83,222
94,0,0.090909091,0.333333333,NA,0.186046512,0.0625,0.270833333,2,0.333333333,-1,0.5625,7,NA,0,6.8,0,"control",3.08,2.75,0.68,66,79,75,78,89,86,75,238
94,1,0,0,0.1875,0.279069767,0.125,0.4375,-6,0.333333333,-1,0.729166667,22,NA,0,6.8,0,"control",3.96,3.08,0.14,73,78,87,74,77,90,88,216
94,2,0.090909091,0.5,0.28125,0.348837209,0.1875,0.833333333,36,0.5,0,0.75,24,0.171428571,0,6.8,0,"control",4.21,4.88,0.11,72,52,61,71,73,70,76,222
94,3,0,0.25,0.3125,0.372093023,0.354166667,0.875,36,0.5,0,0.75,24,0.485714286,0,6.8,0,"control",3.96,3.5,0.17,67,65,55,70,60,86,80,222
95,0,0,0.583333333,0.0625,0.162790698,0.166666667,0.395833333,-6,0.583333333,2,0.354166667,-14,NA,0,7,0,"control",1.62,3.92,0.75,68,74,79,52,88,82,76,240
95,1,0,0.166666667,0.09375,0.186046512,0.083333333,0.395833333,-10,0.583333333,2,0.604166667,10,NA,0,7,0,"control",3.54,4.25,0.13,60,74,79,68,81,88,89,227
95,2,0.090909091,0.666666667,0.21875,0.325581395,0.3125,0.75,24,0.583333333,3,0.479166667,-1,0.157142857,0,7,0,"control",4.29,6,0.26,27,33,34,67,71,68,81,231
95,3,0.1,0.458333333,0.34375,0.372093023,0.291666667,0.916666667,40,0.666666667,4,0.479166667,-2,0.478571429,0,7,0,"control",4.08,4.38,0.24,37,40,37,68,62,84,80,227
96,0,0.181818182,0.416666667,0.15625,0.302325581,0.229166667,0.604166667,12,0.416666667,-2,0.5,4,NA,0,7.3,1,"control",2.54,1.75,0.34,87,94,94,70,90,86,80,242
96,1,0.909090909,0.666666667,0.25,0.395348837,0.125,0.5625,13,0.583333333,2,0.479166667,-1,NA,0,7.3,1,"control",4.67,4.25,0.22,93,92,98,73,82,82,87,239
96,2,1,0.625,0.4375,0.395348837,0.3125,0.8125,30,0.416666667,-1,0.520833333,2,0.228571429,0,7.3,1,"control",3.62,3.5,0.2,90,88,88,79,75,78,74,226
96,3,1,0.666666667,0.5625,0.534883721,0.395833333,0.875,36,0.5,0,0.5,0,0.357142857,0,7.3,1,"control",3.25,5.12,0.11,93,87,84,78,76,90,82,238
97,0,0.272727273,0.083333333,0.09375,0.186046512,0.166666667,0.541666667,7,0.583333333,2,0.520833333,2,NA,1,7.4,0,"abacus",4,2.08,0.42,94,93,100,80,89,82,90,236
97,1,0.363636364,0.75,0.3125,0.372093023,0.270833333,0.625,16,0.583333333,2,0.666666667,16,NA,1,7.4,0,"abacus",6,3.04,0.17,92,92,98,78,77,90,90,232
97,2,0.545454545,0.458333333,0.34375,0.395348837,0.270833333,0.604166667,12,0.5,0,0.4375,-6,0.457142857,1,7.4,0,"abacus",3.92,3.96,0.19,83,72,84,78,72,80,93,227
97,3,0.9,0.541666667,0.46875,0.441860465,0.395833333,0.75,24,0.5,0,0.541666667,4,0.371428571,1,7.4,0,"abacus",5.12,3.96,0.14,75,71,63,68,66,88,80,220
98,0,0.363636364,0.583333333,0.125,0.209302326,0.25,0.104166667,-6,0.5,0,0.395833333,15,NA,0,6.1,1,"control",3.08,3.38,0.38,94,97,98,66,91,88,75,250
98,1,0.363636364,0.75,0.375,0.325581395,0.125,0.8125,30,0.583333333,2,0.75,24,NA,0,6.1,1,"control",3.75,3.83,0.23,96,96,100,82,83,86,84,236
98,2,0.454545455,0.791666667,0.5,0.488372093,0.354166667,0.708333333,20,0.5,0,0.458333333,-4,0.407142857,0,6.1,1,"control",3.46,3.71,0.16,88,90,83,72,76,71,73,237
98,3,1,0.708333333,0.625,0.558139535,0.4375,0.958333333,44,0.5,0,0.75,24,0.421428571,0,6.1,1,"control",3.58,4.21,0.1,88,88,76,68,70,84,81,236
99,0,0.363636364,0.666666667,0.0625,0.302325581,0.208333333,0.5625,12,0.666666667,4,0.625,24,NA,1,6.8,0,"abacus",3.25,2.04,0.15,95,98,98,82,89,84,75,251
99,1,1,0.666666667,0.34375,0.372093023,0.208333333,0.645833333,14,0.666666667,4,0.583333333,9,NA,1,6.8,0,"abacus",4.08,4.17,0.14,94,94,100,80,81,82,89,233
99,2,1,0.791666667,0.5,0.441860465,0.458333333,0.625,13,0.75,8,0.645833333,14,0.442857143,1,6.8,0,"abacus",3.88,3.75,0.13,93,97,96,83,75,74,89,242
99,3,0.9,0.75,0.5625,0.604651163,0.604166667,0.895833333,38,0.5,0,0.75,25,0.55,1,6.8,0,"abacus",3.29,2.5,0.09,95,91,94,74,70,84,83,239
